Código da Loja;Código do Fornecedor;Nome do Fornecedor;Número do Documento;Situação;Data De Emissão;Data de entrada;Frete;Outros;Seguro;Desconto;IPI;DAE;ICMS Desonerado;FECOP;Valor FECOPST;FECOP Retido;Base de Cálculo ICMS;Valor BC do ICMS;Base de Cálculo ICMSST;Valor BC ICMSST;Valor Total
1;33;ITAMBÉ ALIMENTOS S/A;1852595;EFETIVADA;22/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,05;3,88;0,00;602,78;108,50;704,93;34,85;91,52
1;69;GARCIA ATACADISTA LTDA;2610431;EFETIVADA;22/12/2023;22/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;334,88;40,19;8,84;0,00;2009,39;361,70;1875,80;79,52;3437,33
1;562;DISTRIBUIDORA DE CONGELADOS MIRACEMA LTDA;223146;EFETIVADA;22/12/2023;29/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1794,54
1;20;MEGA RIO LOG E DISTRIB DE ALIMENTOS;1740071;EFETIVADA;26/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;73,48;1,31;0,43;0,00;146,85;31,59;86,60;5,80;367,52
1;20;MEGA RIO LOG E DISTRIB DE ALIMENTOS;1740073;EFETIVADA;26/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;231,98;24,00;6,61;0,00;1292,12;232,55;1467,56;59,51;2084,73
1;37;EMPRESA BRASILEIRA DE DISTRIBUICAO LTDA;20539751;EFETIVADA;27/12/2023;27/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;143,51;15,65;4,23;0,00;845,63;148,51;922,16;37,37;1402,77
1;8;IRIS COMERCIO DE PROD ALIMENTICIOS LTDA;441702;EFETIVADA;27/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;119,70
1;366;BAIAO-PLAST COMERCIO DE DESCARTAVEIS EIRELI;75397;EFETIVADA;27/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,32;0,00;0,00;15,81;2,85;0,00;0,00;15,81
1;366;BAIAO-PLAST COMERCIO DE DESCARTAVEIS EIRELI;75398;EFETIVADA;27/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,67;0,00;0,00;1633,50;294,03;0,00;0,00;1633,50
1;458;ATLAS RIO DISTRIBUIDORA LTDA;231014;EFETIVADA;27/12/2023;28/12/2023;0,00;0,00;0,00;0,00;0,00;0,00;165,03;19,79;3,63;0,00;990,18;178,24;897,66;32,53;1686,46
